battery_id,cycle,ambient_temperature,capacity_Ah,initial_capacity_Ah,SOH_percent
B0005,469,24.0,1.3705128024895008,1.8564874208181574,73.82289732324247
B0005,473,24.0,1.3705085566270399,1.8564874208181574,73.8226686191633
B0005,477,24.0,1.3647355108681518,1.8564874208181574,73.51170256067292
B0005,481,24.0,1.375392016895762,1.8564874208181574,74.08571700903981
B0005,483,24.0,1.3861115151535393,1.8564874208181574,74.6631245442362
B0005,485,24.0,1.3698500035838939,1.8564874208181574,73.78719555127383
B0005,489,24.0,1.3647827949260758,1.8564874208181574,73.5142495242232
B0005,493,24.0,1.3543220466259964,1.8564874208181574,72.95077959801873
B0005,497,24.0,1.3546417018378962,1.8564874208181574,72.96799787853683
B0005,501,24.0,1.3547039213192407,1.8564874208181574,72.97134934112401
B0005,505,24.0,1.349314997503458,1.8564874208181574,72.68107407422197
B0005,509,24.0,1.3441891937970554,1.8564874208181574,72.40497181525036
B0005,513,24.0,1.3389913790695755,1.8564874208181574,72.12499067079483
B0005,517,24.0,1.3389145230206971,1.8564874208181574,72.1208508070922
B0005,521,24.0,1.3340066759761655,1.8564874208181574,71.8564888195292
B0005,525,24.0,1.3286444309174914,1.8564874208181574,71.56765060826295
B0005,529,24.0,1.3231708992276219,1.8564874208181574,71.27281792431958
B0005,533,24.0,1.3181691588445197,1.8564874208181574,71.00339835664494
B0005,537,24.0,1.3184664436640334,1.8564874208181574,71.01941165230103
B0005,541,24.0,1.318293040102702,1.8564874208181574,71.01007124097441
B0005,545,24.0,1.323872422244268,1.8564874208181574,71.3106055768929
B0005,548,24.0,1.3601216766554785,1.8564874208181574,73.26317762261326
B0005,552,24.0,1.3395306867947354,1.8564874208181574,72.1540405700353
B0005,556,24.0,1.3290286565120697,1.8564874208181574,71.58834698305493
B0005,560,24.0,1.3236741274998955,1.8564874208181574,71.29992439790138
B0005,564,24.0,1.318633896753293,1.8564874208181574,71.02843154047166
B0005,568,24.0,1.3134751321324272,1.8564874208181574,70.75055383642601
B0005,572,24.0,1.3132020634442203,1.8564874208181574,70.73584494666221
B0005,576,24.0,1.3077959946944353,1.8564874208181574,70.4446461650727
B0005,580,24.0,1.3030329186405918,1.8564874208181574,70.18808229071344
B0005,584,24.0,1.3033573559038205,1.8564874208181574,70.20555815721221
B0005,588,24.0,1.3034100438655642,1.8564874208181574,70.20839620292978
B0005,592,24.0,1.2978870806495706,1.8564874208181574,69.9109008817086
B0005,596,24.0,1.2980735056918902,1.8564874208181574,69.92094269724848
B0005,600,24.0,1.293463613844243,1.8564874208181574,69.67263011532883
B0005,604,24.0,1.288003392619118,1.8564874208181574,69.37851440175622
B0005,608,24.0,1.2874525221379407,1.8564874208181574,69.34884167276275
B0005,612,24.0,1.3090153642307354,1.8564874208181574,70.5103277055252
B0005,614,24.0,1.3250793286429356,1.8564874208181574,71.37561578838873
B0006,2,24.0,2.035337591005598,2.035337591005598,100.0
B0006,4,24.0,2.0251402460314116,2.035337591005598,99.49898508143073
B0006,6,24.0,2.013326371345464,2.035337591005598,98.91854698908898
B0006,8,24.0,2.0132846655407413,2.035337591005598,98.91649790372313
B0006,10,24.0,2.000528337624771,2.035337591005598,98.28975529491258
B0006,12,24.0,2.0138990759931645,2.035337591005598,98.9466850557287
B0006,14,24.0,2.013101105626967,2.035337591005598,98.907479256665
B0006,16,24.0,1.9687898262728398,2.035337591005598,96.73038197560734
B0006,18,24.0,1.9681661764334244,2.035337591005598,96.69974087497759
B0006,20,24.0,1.9572307917560536,2.035337591005598,96.16246466459876
B0006,22,24.0,1.9455991514129352,2.035337591005598,95.59098009149795
B0006,25,24.0,1.9347505044841131,2.035337591005598,95.05796547137973
B0006,27,24.0,1.9232799539368028,2.035337591005598,94.49439554578115
B0006,29,24.0,1.911889930948487,2.035337591005598,93.93478209204011
B0006,31,24.0,1.9010667141979305,2.035337591005598,93.40301690486008
B0006,33,24.0,1.8891989948061458,2.035337591005598,92.81993331989463
B0006,35,24.0,1.878278372248849,2.035337591005598,92.2833824005014
B0006,37,24.0,1.8675697161520206,2.035337591005598,91.75724579573611
B0006,39,24.0,1.8675892574453767,2.035337591005598,91.75820589657847
B0006,42,24.0,1.979626548250818,2.035337591005598,97.26281070025072
B0006,46,24.0,1.9575499080884022,2.035337591005598,96.17814345585967
B0006,50,24.0,1.9458150170787551,2.035337591005598,95.6015859814876
B0006,54,24.0,1.9242461121680094,2.035337591005598,94.5418647339628
B0006,58,24.0,1.9459811331421641,2.035337591005598,95.60974757905957
B0006,62,24.0,1.901407930553079,2.035337591005598,93.41978151219875
B0006,66,24.0,1.878674213680085,2.035337591005598,92.3028308415357
B0006,70,24.0,1.8683061328264219,2.035337591005598,91.79342734506018
B0006,74,24.0,1.8560244070082998,2.035337591005598,91.19000283836426
B0006,78,24.0,1.8451997961855777,2.035337591005598,90.65816915777205
B0006,82,24.0,1.857228890885317,2.035337591005598,91.24918141799353
B0006,86,24.0,1.9247760889090635,2.035337591005598,94.56790349742867
B0006,90,24.0,1.8822317526092551,2.035337591005598,92.47761948322794
B0006,94,24.0,1.855276687885587,2.035337591005598,91.15326597829659
B0006,98,24.0,1.8392508917181876,2.035337591005598,90.36588818710266
B0006,102,24.0,1.8185396073994429,2.035337591005598,89.34830346748316
B0006,106,24.0,1.8134770059567056,2.035337591005598,89.09956824708976
B0006,110,24.0,1.7971018450305436,2.035337591005598,88.29502550201761
B0006,114,24.0,1.7810046294120476,2.035337591005598,87.50413873759919
B0006,118,24.0,1.7710130422682329,2.035337591005598,87.01323309187394
B0006,122,24.0,1.7604712448170943,2.035337591005598,86.49529456915789
B0006,126,24.0,1.7502913788006587,2.035337591005598,85.9951384249673
B0006,130,24.0,1.7394925037732578,2.035337591005598,85.46456919285944
B0006,134,24.0,1.7546766553637203,2.035337591005598,86.21059538809914
B0006,136,24.0,1.7659390941842175,2.035337591005598,86.7639403894526
B0006,140,24.0,1.7337887419624838,2.035337591005598,85.18433254632082
B0006,144,24.0,1.713325912040734,2.035337591005598,84.17895486292434
B0006,148,24.0,1.7024077813673466,2.035337591005598,83.64252637451848
B0006,150,24.0,1.82371946178183,2.035337591005598,89.60279954741002
B0006,154,24.0,1.8081284050314708,2.035337591005598,88.83678132914206
B0006,158,24.0,1.7757610945034283,2.035337591005598,87.246513912519
B0006,162,24.0,1.7447409841836798,2.035337591005598,85.72243699983238
B0006,166,24.0,1.729207034132373,2.035337591005598,84.95922454210778
B0006,170,24.0,1.7081086552553244,2.035337591005598,83.92262113192731
B0006,174,24.0,1.6975954237461768,2.035337591005598,83.40608610817466
B0006,178,24.0,1.6820634524029463,2.035337591005598,82.64297086813447
B0006,182,24.0,1.6714768322295086,2.035337591005598,82.1228301199745
B0006,186,24.0,1.6607591387047655,2.035337591005598,81.59624948921793
B0006,190,24.0,1.651121015038069,2.035337591005598,81.12271017518528
B0006,194,24.0,1.6401349256190927,2.035337591005598,80.58294274458677
B0006,198,24.0,1.6291999416165441,2.035337591005598,80.04568622012265
B0006,202,24.0,1.6088496302961666,2.035337591005598,79.04583678923177
B0006,206,24.0,1.6035244898969248,2.035337591005598,78.78420253146665
B0006,210,24.0,1.5989712144027983,2.035337591005598,78.56049146190021
B0006,214,24.0,1.5876273123575604,2.035337591005598,78.0031440176547
B0006,216,24.0,1.5829719744686166,2.035337591005598,77.77441842886215
B0006,220,24.0,1.567137636713563,2.035337591005598,76.99644735295674
B0006,224,24.0,1.5613446139713882,2.035337591005598,76.71182514739364
B0006,228,24.0,1.5511711892790419,2.035337591005598,76.21198547768459
B0006,232,24.0,1.5406741606295171,2.035337591005598,75.69624653118686
B0006,236,24.0,1.5253138744624433,2.035337591005598,74.94156650980108
B0006,240,24.0,1.5301570318067428,2.035337591005598,75.17952002501654
B0006,244,24.0,1.5246566834474087,2.035337591005598,74.90927746753414
B0006,248,24.0,1.5145492986655427,2.035337591005598,74.4126824640059
B0006,252,24.0,1.509391504602082,2.035337591005598,74.15927024943012
B0006,256,24.0,1.5039974333050705,2.035337591005598,73.89424928579005
B0006,260,24.0,1.4935201918040188,2.035337591005598,73.37948251946334
B0006,264,24.0,1.4876323024497422,2.035337591005598,73.09019933714036
B0006,266,24.0,1.5302876214401704,2.035337591005598,75.18593614163545
B0006,270,24.0,1.5040760088360112,2.035337591005598,73.89810985080334
B0006,274,24.0,1.4887593608730894,2.035337591005598,73.14557385723607
B0006,278,24.0,1.4782779285546637,2.035337591005598,72.63060118809538
B0006,282,24.0,1.478459982215684,2.035337591005598,72.63954583009604
B0006,286,24.0,1.473214844899973,2.035337591005598,72.38184227571321
B0006,290,24.0,1.4675164935067897,2.035337591005598,72.10187145326269
B0006,294,24.0,1.4516292657521335,2.035337591005598,71.32130179126342
B0006,298,24.0,1.4519237720967177,2.035337591005598,71.33577144710263
B0006,302,24.0,1.4471484694777745,2.035337591005598,71.10115176336829
B0006,306,24.0,1.4468538105659885,2.035337591005598,71.08667461161282
B0006,310,24.0,1.4416741930284678,2.035337591005598,70.8321901683239
B0006,313,24.0,1.5935866593100128,2.035337591005598,78.2959380474406
B0006,316,24.0,1.5463902376915637,2.035337591005598,75.9770882494014
B0006,320,24.0,1.51470559175661,2.035337591005598,74.42036144029748
B0006,324,24.0,1.4989786083335404,2.035337591005598,73.64766488653811
B0006,328,24.0,1.4831110745410492,2.035337591005598,72.86806282628963
B0006,332,24.0,1.4729664825468278,2.035337591005598,72.36963976177928
B0006,336,24.0,1.4627604396099307,2.035337591005598,71.86819749578868
B0006,340,24.0,1.4518364681062514,2.035337591005598,71.33148203630158
B0006,344,24.0,1.4468670644030392,2.035337591005598,71.08732579778997
B0006,348,24.0,1.441380399427779,2.035337591005598,70.81775553094546
B0006,352,24.0,1.431210744960774,2.035337591005598,70.31810109956534
B0006,356,24.0,1.4260247179525716,2.035337591005598,70.06330174681324
B0006,360,24.0,1.420487649966195,2.035337591005598,69.79125508434085
B0006,364,24.0,1.4207006230355006,2.035337591005598,69.80171885557206
B0006,367,24.0,1.452255804330839,2.035337591005598,71.35208482113887
B0006,371,24.0,1.431557632772571,2.035337591005598,70.33514435633658
B0006,375,24.0,1.415015751158943,2.035337591005598,69.52241030736464
B0006,379,24.0,1.4097311506517451,2.035337591005598,69.26276785146193
B0006,383,24.0,1.404917318129309,2.035337591005598,69.02625512041874
B0006,387,24.0,1.395164296571563,2.035337591005598,68.54707065486149
B0006,391,24.0,1.3945343832614077,2.035337591005598,68.51612181802287
B0006,395,24.0,1.3893171179312644,2.035337591005598,68.25978766720687
B0006,399,24.0,1.3838379472327809,2.035337591005598,67.99058560840852
B0006,403,24.0,1.3736814238195123,2.035337591005598,67.4915763306282
B0006,407,24.0,1.3786059891863676,2.035337591005598,67.73352957654757
B0006,411,24.0,1.3737600299108574,2.035337591005598,67.49543839713218
B0006,415,24.0,1.3682580583942712,2.035337591005598,67.22511609085237
B0006,419,24.0,1.3633024037317505,2.035337591005598,66.98163536881292
B0006,423,24.0,1.3580966140172601,2.035337591005598,66.72586503678076
B0006,427,24.0,1.353269090999531,2.035337591005598,66.48867966571198
B0006,431,24.0,1.3841605738237488,2.035337591005598,68.00643686533974
B0006,433,24.0,1.4051467790651473,2.035337591005598,69.03752897183544
B0006,437,24.0,1.378719022627353,2.035337591005598,67.7390831241008
B0006,441,24.0,1.3682657783199066,2.035337591005598,67.22549538545536
B0006,445,24.0,1.3573151296618016,2.035337591005598,66.68746922672389
B0006,449,24.0,1.3524934638801596,2.035337591005598,66.45057163278422
B0006,453,24.0,1.3474099151661236,2.035337591005598,66.20080723318286
B0006,457,24.0,1.3370075130842318,2.035337591005598,65.6897174696045
B0006,461,24.0,1.3312352966718526,2.035337591005598,65.40611751852576
B0006,465,24.0,1.3259303781727643,2.035337591005598,65.14547680110712
B0006,469,24.0,1.321578743867529,2.035337591005598,64.93167274597319
B0006,473,24.0,1.321225074066109,2.035337591005598,64.91429627717592
B0006,477,24.0,1.3156485301862682,2.035337591005598,64.64031008911138
B0006,481,24.0,1.3209025697502388,2.035337591005598,64.8984510278524
B0006,483,24.0,1.3474328767273906,2.035337591005598,66.20193537828118
B0006,485,24.0,1.3260128072353616,2.035337591005598,65.14952669744675
B0006,489,24.0,1.3101186784831063,2.035337591005598,64.36861797633368
B0006,493,24.0,1.30521620229393,2.035337591005598,64.12775001365068
B0006,497,24.0,1.3004061951355774,2.035337591005598,63.89142523000749
B0006,501,24.0,1.300235735841116,2.035337591005598,63.88305024124815
B0006,505,24.0,1.2895066722480755,2.035337591005598,63.35591097744968
B0006,509,24.0,1.279253057384795,2.035337591005598,62.85213141239902
B0006,513,24.0,1.2792078171714618,2.035337591005598,62.84990867482796
B0006,517,24.0,1.274036760902923,2.035337591005598,62.59584486293798
B0006,521,24.0,1.2741273923001468,2.035337591005598,62.600297755550194
B0006,525,24.0,1.2637639426440779,2.035337591005598,62.09112179860495
B0006,529,24.0,1.2581373688955233,2.035337591005598,61.8146775481072
B0006,533,24.0,1.253259864055301,2.035337591005598,61.57503647520722
B0006,537,24.0,1.2532313315493426,2.035337591005598,61.573634619019614
B0006,541,24.0,1.2480874960313577,2.035337591005598,61.3209082142838
B0006,545,24.0,1.2534354284944844,2.035337591005598,61.58366228941904
B0006,548,24.0,1.2898048773266901,2.035337591005598,63.37056235911395
B0006,552,24.0,1.2635402021758835,2.035337591005598,62.0801290046241
B0006,556,24.0,1.2479761706842853,2.035337591005598,61.31543858862738
B0006,560,24.0,1.2321202877943334,2.035337591005598,60.53640895934027
B0006,564,24.0,1.2271137666213534,2.035337591005598,60.290429069070264
B0006,568,24.0,1.2217397581377356,2.035337591005598,60.02639382954212
B0006,572,24.0,1.211102678915174,2.035337591005598,59.50377393250057
B0006,576,24.0,1.2056159765131735,2.035337591005598,59.23420182680926
B0006,580,24.0,1.2008936262717274,2.035337591005598,59.002183793913154
B0006,584,24.0,1.1905903985558335,2.035337591005598,58.495966655222006
B0006,588,24.0,1.185179251041941,2.035337591005598,58.23010670462684
B0006,592,24.0,1.1796706818144624,2.035337591005598,57.95946024028492
B0006,596,24.0,1.1745952836753915,2.035337591005598,57.71009629390571
B0006,600,24.0,1.15381833159625,2.035337591005598,56.689285192545555
B0006,604,24.0,1.1644009557372264,2.035337591005598,57.20922960804411
B0006,608,24.0,1.1587974947916069,2.035337591005598,56.933920933434955
B0006,612,24.0,1.1749748834769171,2.035337591005598,57.72874675283711
B0006,614,24.0,1.1856752327929356,2.035337591005598,58.254475229690506
B0007,2,24.0,1.89105229539079,1.89105229539079,100.0
B0007,4,24.0,1.880637027686859,1.89105229539079,99.44923428456647
B0007,6,24.0,1.8806626717011388,1.89105229539079,99.45059035569906
B0007,8,24.0,1.8807709009833444,1.89105229539079,99.45631358622364
B0007,10,24.0,1.8794508728285058,1.89105229539079,99.38650969142624
B0007,12,24.0,1.8807003517117404,1.89105229539079,99.45258289766596
B0007,14,24.0,1.8799352523566075,1.89105229539079,99.41212397661985
B0007,16,24.0,1.8815088124038797,1.89105229539079,99.49533479268811
B0007,18,24.0,1.8696907870385844,1.89105229539079,98.87039039563994
B0007,20,24.0,1.870052380139199,1.89105229539079,98.88951165957833
B0007,22,24.0,1.8700442394188577,1.89105229539079,98.88908117331621
B0007,25,24.0,1.8596518987766364,1.89105229539079,98.33952785490447
B0007,27,24.0,1.8590746560862206,1.89105229539079,98.30900290898825
B0007,29,24.0,1.8590084577709232,1.89105229539079,98.30550230165662
B0007,31,24.0,1.8593622586957048,1.89105229539079,98.32421151057929
B0007,33,24.0,1.8587355450601035,1.89105229539079,98.29107051087615
B0007,35,24.0,1.847817291322145,1.89105229539079,97.7137065868551
B0007,37,24.0,1.8485252916137047,1.89105229539079,97.75114607455649
B0007,39,24.0,1.848378951850034,1.89105229539079,97.74340753850292
B0007,42,24.0,1.8807805437609766,1.89105229539079,99.45682350219242
B0007,46,24.0,1.8814721597443598,1.89105229539079,99.49339657767368
B0007,50,24.0,1.8810954313244785,1.89105229539079,99.4734749488113
B0007,54,24.0,1.8710089649779995,1.89105229539079,98.94009644991608
B0007,58,24.0,1.8701995151941375,1.89105229539079,98.89729225111972
B0007,62,24.0,1.8706715362800985,1.89105229539079,98.92225301434723
B0007,66,24.0,1.8596124644020169,1.89105229539079,98.33744254109715
B0007,70,24.0,1.860033909718346,1.89105229539079,98.35972882674649
B0007,74,24.0,1.8591653109160768,1.89105229539079,98.31379679174215
B0007,78,24.0,1.8481398178778288,1.89105229539079,97.73076198804469
B0007,82,24.0,1.849201702126164,1.89105229539079,97.78691507545129
B0007,86,24.0,1.8834677437950846,1.89105229539079,99.59892428071969
B0007,90,24.0,1.8628211117905844,1.89105229539079,98.50711777410832
B0007,94,24.0,1.852085039652352,1.89105229539079,97.93938772431541
B0007,98,24.0,1.8469504648208708,1.89105229539079,97.66786827220949
B0007,102,24.0,1.836828431169018,1.89105229539079,97.13260895248978
B0007,106,24.0,1.8371619619672275,1.89105229539079,97.15024626474299
B0007,110,24.0,1.8316722583718854,1.89105229539079,96.85994738677316
B0007,114,24.0,1.8211470951317783,1.89105229539079,96.30337032828774
B0007,118,24.0,1.816506091511515,1.89105229539079,96.0579512231908
B0007,122,24.0,1.8113815601504555,1.89105229539079,95.78696287593303
B0007,126,24.0,1.8116056333939583,1.89105229539079,95.79881200586186
B0007,130,24.0,1.8060548955557403,1.89105229539079,95.50528559986307
B0007,134,24.0,1.8132041826994056,1.89105229539079,95.8833442691601
B0007,136,24.0,1.8062641938283535,1.89105229539079,95.5163534203101
B0007,140,24.0,1.7958310249900458,1.89105229539079,94.96464108196085
B0007,144,24.0,1.7858852600390451,1.89105229539079,94.43870295876657
B0007,148,24.0,1.7803268604502753,1.89105229539079,94.14477139472058
B0007,150,24.0,1.8150756899575577,1.89105229539079,95.9823107156573
B0007,154,24.0,1.8157025154845838,1.89105229539079,96.01545763224729
B0007,158,24.0,1.8002432178056673,1.89105229539079,95.19796053200334
B0007,162,24.0,1.7904476205609308,1.89105229539079,94.67996336880418
B0007,166,24.0,1.780343032300132,1.89105229539079,94.14562657201503
B0007,170,24.0,1.775328769596812,1.89105229539079,93.88046929870528
B0007,174,24.0,1.7702629734732853,1.89105229539079,93.61258690667022
B0007,178,24.0,1.760081061854204,1.89105229539079,93.07416120348377
B0007,182,24.0,1.749647593537689,1.89105229539079,92.52243302854406
B0007,186,24.0,1.749650075059311,1.89105229539079,92.52256425292258
B0007,190,24.0,1.745028739214683,1.89105229539079,92.2781851918098
B0007,194,24.0,1.7396457455286727,1.89105229539079,91.9935291989993
