cycle,voltage_mean,voltage_min,voltage_max,voltage_std,voltage_range,current_mean,current_min,current_max,current_std,temperature_mean,temperature_min,temperature_max,temperature_std,discharge_duration,capacity_Ah,initial_capacity_Ah,capacity_change,capacity_degradation_rate,cycle_progress
22,3.549292319740949,2.472448301852732,4.188916055911241,0.2430973444996006,1.7164677540585092,-1.863380178294828,-2.0160713863396573,0.0026264001899385,0.5267409991401001,32.15709350345252,24.43128509546442,38.54143406601644,3.4192563180601603,3530.25,1.8246195526864504,1.8564874208181568,6.284189514316196e-06,3.142094757158098e-06,10
25,3.559759220648976,2.64956413267546,4.189876247266316,0.2288618517595794,1.5403121145908556,-1.872968810287894,-2.016851865845563,0.0023645237017673,0.5116979707844124,32.36407129853099,24.74037188089418,38.52197451768004,3.3635991447660745,3491.016,1.814201935767392,1.8564874208181568,-0.0104176169190584,-0.0034725389730194,11
27,3.558081969139198,2.5724981777366227,4.189286794768804,0.2346077577627525,1.616788617032181,-1.8826095043160835,-2.016393908986775,0.001858378552761,0.4942824152307196,32.3181954403762,24.73310769931152,38.582485834057856,3.373928317672441,3470.281,1.8137521577549047,1.8564874208181568,-0.0004497780124868,-0.0002248890062434,12
29,3.555692244172496,2.5249886697730286,4.188837765892728,0.237911318298918,1.6638490961196997,-1.882536787636365,-2.0158117255163046,0.0022664654273509,0.4942870357372934,32.15709029211502,24.44798340505406,38.52029413487392,3.426023279669047,3470.0,1.8134404914735824,1.8564874208181568,-0.0003116662813227,-0.0001558331406613,13
31,3.562746818017503,2.694621861688723,4.189110301768517,0.2239260869020738,1.494488440079794,-1.8817935155260213,-2.0193509920362724,0.0013199464372558,0.4954145192703598,32.04407000314609,24.46309712112356,38.21358592965045,3.360458061989185,3450.297,1.8025980036306504,1.8564874208181568,-0.010842487842932,-0.005421243921466,14
33,3.5614521756489204,2.64010141737067,4.18921207304098,0.2279697917277214,1.5491106556703098,-1.8921861285036712,-2.0164420273602586,0.0030782527761262,0.4770160473926998,31.93159367491153,24.32051139249706,38.1983618706913,3.385244667118977,3429.407,1.80210690024615,1.8564874208181568,-0.0004911033845003,-0.0002455516922501,15
35,3.5603420474985823,2.573903509838096,4.188899969428112,0.2329760049856253,1.614996459590016,-1.9027629207037409,-2.016465255161054,0.00090184864654,0.4571130109358775,31.941655359029298,24.357321702352365,38.31926916027133,3.4008083552683144,3409.484,1.802579500826209,1.8564874208181568,0.000472600580059,0.0002363002900295,16
37,3.5591189041401865,2.4942396831720126,4.188779799856791,0.2387364387680622,1.6945401166847782,-1.913347060582244,-2.0181069603406625,-0.0004481239748701,0.4358942318853322,31.965008645476725,24.382419922756025,38.4787542519308,3.414795247499799,3390.422,1.8030683142834096,1.8564874208181568,0.0004888134572005,0.0002444067286002,17
39,3.557886771846508,2.4556793246645583,4.189272591516219,0.2414503141215667,1.7335932668516607,-1.9131602105481536,-2.0170254305215485,0.0023375587090041,0.4361904658639456,31.966241678512723,24.355030419469987,38.54659017774874,3.433369080629228,3390.281,1.802777624719604,1.8564874208181568,-0.0002906895638057,-0.0001453447819028,18
42,3.5520375235511907,2.632142800798914,4.187614060563439,0.2341656307122479,1.5554712597645248,-1.8553455745575973,-2.01684718332263,0.0059551658046401,0.5400579358950733,32.37143341978575,24.54942444728521,38.44749852224995,3.358265608227543,3591.734,1.8470259949329195,1.8564874208181568,0.0442483702133156,0.0147494567377718,19
46,3.5525668436897124,2.5027764692056795,4.187628781108399,0.2441722414090925,1.684852311902719,-1.8746995273150973,-2.016190951623346,0.0016182635202416,0.5078881766945342,32.70024990461686,24.917503693363493,38.992275791716615,3.4144547200965945,3552.297,1.847417311283644,1.8564874208181568,0.0003913163507245,9.782908768113384e-05,20
50,3.556794038327039,2.617507742871704,4.187447226312926,0.2331197356739463,1.5699394834412224,-1.873827212788385,-2.016760348146938,0.0025192157843694,0.5090210348494151,32.32266411829938,24.56596639952811,38.51424197364312,3.395181230789341,3531.578,1.8361774213478947,1.8564874208181568,-0.0112398899357493,-0.0028099724839373,21
54,3.5614100044534203,2.694074478000972,4.187344026387161,0.2248463314404929,1.493269548386189,-1.883193546754683,-2.0160230713598764,0.0037933120349866,0.493049411096651,31.98795810666763,24.21658146702539,38.165816144899125,3.404274898198559,3492.907,1.825780747577624,1.8564874208181568,-0.0103966737702707,-0.0025991684425676,22
58,3.556610794781798,2.6237674644021887,4.187438187636325,0.2306744963518295,1.5636707232341367,-1.873239184822504,-2.01719076462715,0.0034388887386759,0.51045002675325,31.894456524691385,24.05499065781757,38.16526203587147,3.436465900023053,3511.594,1.8251136435078368,1.8564874208181568,-0.0006671040697872,-0.0001667760174468,23
62,3.5586742170266272,2.5010798299873738,4.18774138117799,0.2384585859277787,1.686661551190617,-1.9139593751505897,-2.016114862565665,0.0012614422239159,0.4336815885962881,31.78039681801023,24.024851602995685,38.27549578575718,3.444949444530768,3431.9370000000054,1.825581504220376,1.8564874208181568,0.0004678607125392,0.0001169651781348,24
66,3.564103182686905,2.68499881852498,4.188261122540052,0.223712897106684,1.503262304015072,-1.9030532722310995,-2.016863630474281,0.0031353992245556,0.4560917837399327,31.688747146342205,23.93622764909489,37.98216079918311,3.4231952488727075,3431.125,1.814031127508391,1.8564874208181568,-0.0115503767119851,-0.0028875941779962,25
70,3.559588063594272,2.547109116468133,4.187338767288234,0.2339906050623352,1.640229650820101,-1.913459074224792,-2.024643671910137,0.0011043615738374,0.434873129767018,31.59674799256916,23.811534187517506,38.11100191887773,3.461139819499428,3412.406,1.8147691941158937,1.8564874208181568,0.0007380666075027,0.0001845166518756,26
74,3.556833231052199,2.471314764334132,4.187560306288175,0.2394720241414124,1.7162455419540428,-1.913620909902553,-2.017291134571006,-3.060676830687782e-05,0.43491395027052,31.56558649878708,23.754765330883423,38.18831137948753,3.480274215150429,3410.688,1.813969388710352,1.8564874208181568,-0.0007998054055415,-0.0001999513513853,27
78,3.5624410850948944,2.6613903306108773,4.18805176248713,0.2246938172828494,1.5266614318762528,-1.902581974571906,-2.01713712589233,0.0037901043107805,0.4573564287414881,31.59124667045208,23.79410930748377,37.99854111908584,3.455173082508427,3410.718,1.802765665167823,1.8564874208181568,-0.011203723542529,-0.0028009308856322,28
82,3.5591407106855666,2.541762355407921,4.187667484260542,0.2337381121665522,1.645905128852621,-1.9130621638638965,-2.015946028510057,0.0006901740069088,0.4362089113558066,31.603485399391182,23.80130098691845,38.194201649765226,3.4825819327963465,3392.719,1.804077040117352,1.8564874208181568,0.001311374949529,0.0003278437373822,29
86,3.5573161327793144,2.628919415830567,4.2010701773378685,0.2244802327371113,1.5721507615073014,-1.920618117118412,-2.0167372379007014,0.0008475435827522,0.4205282536761078,31.91556385491565,23.78129749955371,38.45796400011448,3.5076959837591097,3470.672,1.8518025516704488,1.8564874208181568,0.0477255115530967,0.0119313778882741,30
90,3.561870782772737,2.6312552691827045,4.1996223345495824,0.2232655714450736,1.568367065366878,-1.9298830859597569,-2.0183057226929555,0.0011650883880798,0.399294272689169,32.081128118597164,24.2036410699716,38.49126351534004,3.3915014198167084,3414.109,1.8307038456739428,1.8564874208181568,-0.0210987059965059,-0.0052746764991264,31
94,3.5617586337260088,2.654880745360911,4.199853323702163,0.2210459604835194,1.5449725783412518,-1.929300528480541,-2.016579511976592,0.0019472390588109,0.4002852377219257,31.849792632896243,24.00078927251757,38.31473393357882,3.3803301579998144,3395.219,1.8199041089501269,1.8564874208181568,-0.0107997367238159,-0.0026999341809539,32
98,3.5597307651083123,2.6749688422803803,4.199103467081427,0.2189722484436545,1.5241346248010466,-1.923330987770314,-2.0193879194408373,0.0018372947715281,0.4135159697940358,31.465690433362017,23.53999092882516,37.861934640176806,3.416430218751927,3386.0,1.809307963702852,1.8564874208181568,-0.0105961452472749,-0.0026490363118187,33
102,3.5575937553540915,2.6159705726789904,4.199998536865001,0.2236425238784347,1.5840279641860109,-1.9284469980320087,-2.015814483813837,0.0074961910680886,0.4019409655775892,31.40934895665031,23.56609574757256,37.90665575786083,3.39766676229326,3368.187,1.80460990458052,1.8564874208181568,-0.004698059122332,-0.001174514780583,34
106,3.5597237883937995,2.658447162110498,4.19967522099872,0.2206730496885283,1.5412280588882217,-1.9231439161693824,-2.019901495893039,0.0013923748862999,0.4145005123309109,31.90224747551808,23.9730227457941,38.34003238560517,3.4319633187951024,3368.266,1.7993770651972192,1.8564874208181568,-0.0052328393833007,-0.0013082098458251,35
110,3.559061771422033,2.697942608427116,4.1991847248803165,0.2174117074890921,1.5012421164532008,-1.917014964043808,-2.016522387288751,0.0025753372180031,0.4272903561501054,31.649024294808623,23.755161868961988,38.0745950590744,3.429628733786301,3358.719,1.7884432335370462,1.8564874208181568,-0.010933831660173,-0.0027334579150432,36
114,3.557015527748059,2.6617272246516333,4.200012480335,0.2202112122344345,1.538285255683367,-1.922048805055383,-2.017112121704317,0.0011747056452339,0.4161258984825695,31.48874626238971,23.51454265913581,38.07252758016199,3.4678195183884166,3339.5,1.7829230484252725,1.8564874208181568,-0.0055201851117736,-0.0013800462779434,37
118,3.5562481933590964,2.699288287625812,4.1992373656547874,0.2171153204978367,1.4999490780289753,-1.916230282154988,-2.018009988339822,0.0023816748049826,0.4289376620356979,31.329995610092634,23.27146353182613,37.80133585100446,3.5094402484809746,3331.265,1.7730337158018288,1.8564874208181568,-0.0098893326234437,-0.0024723331558609,38
122,3.5532756526091784,2.612793240883853,4.199395781118708,0.2242097776623701,1.5866025402348545,-1.9220800182578983,-2.017724236336294,0.0021374370347549,0.4172895950868297,31.569551201845574,23.439367870877128,38.39873985476869,3.562748483599031,3321.188,1.773037755078937,1.8564874208181568,4.039277108125461e-06,1.0098192770313652e-06,39
126,3.556266431640255,2.6637064901468075,4.199578698026071,0.2206559864089456,1.535872207879263,-1.916241789031196,-2.016792488625222,0.0015198619580386,0.4295482143045132,32.111426258867944,24.020578317587123,38.74929237918251,3.542509758652166,3321.844,1.7678721106662054,1.8564874208181568,-0.0051656444127314,-0.0012914111031828,40
130,3.5563095420140822,2.6668454289754746,4.199546957512695,0.2208647208047918,1.53270152853722,-1.915880982351776,-2.017255132631586,0.0018244735178706,0.4301866281036963,32.271676011112376,24.25608631932004,38.87275464755104,3.505491291733021,3311.828,1.762315070409309,1.8564874208181568,-0.0055570402568965,-0.0013892600642241,41
134,3.558950851054106,2.684431051981017,4.194091469340824,0.2248771520046519,1.5096604173598074,-1.911440626575304,-2.0159457514475405,0.0005228307091433,0.4394410941939015,31.84229165967865,23.99270220171187,38.503541429116005,3.5341086843673057,3327.391,1.7676172924938447,1.8564874208181568,0.0053022220845357,0.0013255555211339,42
136,3.5534418211598053,2.645224362345869,4.200715235801255,0.2226344820148037,1.5554908734553856,-1.915816699754416,-2.021877555086194,0.0024271068866283,0.4299853699579859,31.759815453754253,23.826487051861594,38.27009094548294,3.461197240670021,3312.078,1.762668359743147,1.8564874208181568,-0.0049489327506977,-0.0024744663753488,43
140,3.5510121537420285,2.6603527244917,4.1990980807180325,0.2213051101969749,1.5387453562263325,-1.9151304155635367,-2.0169903181968984,0.0006158711833322,0.4310379045239763,31.41911167391793,23.3485583063804,38.11684755251712,3.5319955005201416,3293.172,1.7517304870664143,1.8564874208181568,-0.0109378726767326,-0.0027344681691831,44
144,3.551317608213948,2.6926849789916263,4.199398534411534,0.219007207490344,1.5067135554199078,-1.914848578439364,-2.016185456554963,0.0008035192993614,0.4323139024511879,31.331626572312267,23.23621418856597,38.04152715355532,3.538620015044167,3275.328,1.7418496047960008,1.8564874208181568,-0.0098808822704135,-0.0024702205676033,45
148,3.549003180550162,2.670544734728978,4.199122915612965,0.221128808998641,1.528578180883987,-1.9144128654409127,-2.0170647431651068,0.0014889451776809,0.4327839754033059,31.35934131425137,23.214801785728056,38.17980302242767,3.580882360514829,3265.016,1.7360913511847138,1.8564874208181568,-0.005758253611287,-0.0014395634028217,46
150,3.559764834095517,2.605158060541757,4.190409478081396,0.2269081165416427,1.5852514175396388,-1.9388813849818085,-2.0168134548386294,0.0024931147123922,0.3772637665356265,34.31088483888259,26.6473739461698,40.71218198711114,3.3312911329320847,3328.937,1.7936240148573608,1.8564874208181568,0.0575326636726469,0.0287663318363234,47
154,3.5623454342368555,2.672012007453096,4.199933846791869,0.2219615161167919,1.5279218393387732,-1.927509725704535,-2.0165540953857675,0.0028589701045215,0.4040668216252261,33.43585640373788,25.69911743242072,39.88526123315293,3.375809341922384,3329.266,1.7831890223273277,1.8564874208181568,-0.0104349925300331,-0.0026087481325082,48
158,3.558336657621618,2.674271233724938,4.199365021329158,0.2211630242404102,1.52509378760422,-1.9267185977839405,-2.022483480851903,0.0012369720338688,0.4055885131371584,32.66698125020078,24.83328108182313,39.18287352945846,3.410710826213734,3301.579,1.7673642076278957,1.8564874208181568,-0.0158248146994319,-0.0039562036748579,49
162,3.554013138622869,2.6309416727017187,4.19902365945384,0.2244170962814481,1.5680819867521216,-1.9261308349663744,-2.016804145903712,0.0027115029184951,0.4068434847542995,32.28423408691397,24.361616832363048,38.95156480403077,3.477296802755773,3283.563,1.7570177850353066,1.8564874208181568,-0.0103464225925891,-0.0025866056481472,50
166,3.552376095886298,2.6629725743154204,4.199432142144215,0.222045693802601,1.536459567828795,-1.9202346781375208,-2.0172800396238526,0.0031272458314235,0.4201798083466841,32.00739178780946,24.019157444608588,38.607510759873634,3.511463608907252,3275.125,1.7468706179837907,1.8564874208181568,-0.0101471670515158,-0.0025367917628789,51
170,3.549618661283733,2.612942119873717,4.199640922827531,0.2262225932909048,1.5866988029538145,-1.9201011498853635,-2.0159193745006387,0.0012894534058489,0.4206076443839264,32.06387071886056,24.00664649428476,38.920359903369054,3.565622841015737,3265.656,1.7417172507457144,1.8564874208181568,-0.0051533672380763,-0.001288341809519,52
174,3.54938103086703,2.615719844266148,4.199305653118061,0.226444631751982,1.5835858088519132,-1.9144278105456467,-2.020605919573001,0.0010352326876111,0.4328590035817753,32.43754560319043,24.328038456694348,39.23273115358871,3.6022709283889247,3266.093,1.7364225056478186,1.8564874208181568,-0.0052947450978957,-0.0013236862744739,53
178,3.547211868041896,2.6287695472774453,4.198949734540481,0.2256048866862126,1.5701801872630354,-1.908340706503589,-2.017554048083073,0.0021414406216503,0.4454245921181926,32.16809876635083,24.12159109376564,38.9649270684008,3.563053000695821,3257.594,1.7263217239235826,1.8564874208181568,-0.010100781724236,-0.002525195431059,54
182,3.5467052098640246,2.6655106679421823,4.19834220599025,0.2226094623669177,1.5328315380480677,-1.902207182631691,-2.016416703030436,0.0017702200905978,0.4575237574010793,32.05752645824972,23.971565610462942,38.83927283461771,3.580382906894387,3248.593,1.7158065389330133,1.8564874208181568,-0.0105151849905693,-0.0026287962476423,55
186,3.544629653883431,2.650495153350403,4.198995776266302,0.2244108788342533,1.548500622915899,-1.9020484449938715,-2.0170229987437884,0.0014307662327893,0.4582494402016183,31.97592092807272,23.83541998401671,38.82796377704433,3.613712963904532,3238.766,1.710533351135192,1.8564874208181568,-0.0052731877978213,-0.0013182969494553,56
190,3.5436291614253204,2.643236235233877,4.19916986492694,0.2251626394650501,1.555933629693063,-1.8964907679062355,-2.016783933430818,0.0049011998067657,0.4695119039783484,32.21689335291319,23.956923878018035,39.14007944734004,3.680920741665673,3240.14,1.706014499648521,1.8564874208181568,-0.0045188514866709,-0.0011297128716677,57
194,3.5444946147995258,2.656450207001938,4.199246833083063,0.2250288003365719,1.5427966260811248,-1.895971437908019,-2.019982930624072,0.0017964242690772,0.4700220134159711,32.55632993697177,24.465118009505925,39.349611598028886,3.5876341260521625,3230.109,1.7003110272642588,1.8564874208181568,-0.0057034723842621,-0.0014258680960655,58
198,3.5409201846556857,2.626177688152069,4.19925518864016,0.2275926795404217,1.5730775004880906,-1.889964879983928,-2.016448312230377,0.0048990136261112,0.4809252461296192,32.40048085325998,24.267851748683743,39.29444535878087,3.6261445424786727,3229.7810000000027,1.6945798601797897,1.8564874208181568,-0.005731167084469,-0.0014327917711172,59
202,3.541195668799061,2.6582230344240045,4.199610827671791,0.2253901682415922,1.5413877932477869,-1.889370382442051,-2.026465491633473,0.0024344067431928,0.4822531223123997,32.29371860868794,24.14386556947967,39.10487658009542,3.637499367495382,3212.469,1.6849029086609286,1.8564874208181568,-0.009676951518861,-0.0024192378797152,60
206,3.540671044783382,2.695100237338448,4.1994453812630566,0.2220033764373275,1.5043451439246085,-1.8776883243431417,-2.017330650607364,0.0014513205321675,0.5029620620589579,32.1360714480678,23.93408558388468,39.0462609369598,3.654819125074113,3213.219,1.6744741591159715,1.8564874208181568,-0.010428749544957,-0.0026071873862392,61
210,3.537604879026877,2.639091813583503,4.198991968341307,0.2274702116502318,1.5599001547578042,-1.883106598669776,-2.02257876070347,0.0059339984616673,0.4936099038550067,32.38268549723498,24.08059534182364,39.398032192832,3.738665594798859,3203.578,1.6745692479879102,1.8564874208181568,9.508887193865334e-05,2.3772217984663332e-05,62
214,3.538422485261741,2.6857210282450983,4.197785116892181,0.2244563950317913,1.5120640886470826,-1.876359921441716,-2.0158674131052456,0.0034449440902895,0.5045046007331752,32.30899951427637,24.428816535813286,39.10678394120843,3.573601688124995,3195.125,1.663716375981405,1.8564874208181568,-0.010852872006505,-0.0027132180016262,63
216,3.53928626988912,2.69017866510873,4.201331130571617,0.2237217691429451,1.5111524654628874,-1.870955026010444,-2.016878594815316,0.0012286208011475,0.5143997774045596,32.56636929496716,24.3288116844709,39.44448954135193,3.698714627901927,3195.312999999994,1.659013868748246,1.8564874208181568,-0.004702507233159,-0.0023512536165795,64
220,3.533690170241391,2.639895313359579,4.199339974904826,0.2284155018484487,1.5594446615452475,-1.8705599868289544,-2.019019155129933,0.0006759557151863,0.5149956757914231,32.46542951751835,24.12488538702097,39.509602016775695,3.763161934375441,3186.297,1.6538540573335014,1.8564874208181568,-0.0051598114147446,-0.0012899528536861,65
224,3.534367734544495,2.68991452927918,4.198916244859707,0.2240112856380017,1.509001715580527,-1.8640049795794804,-2.0179820220655023,0.0017286665299136,0.5255367036226928,32.347056454418095,23.980294072799666,39.33486536224533,3.768638783876801,3176.438,1.642653782130131,1.8564874208181568,-0.0112002752033704,-0.0028000688008426,66
228,3.5312941932103548,2.65935818848874,4.198537488587242,0.2270920459202185,1.539179300098502,-1.8636932149873204,-2.0158401305926343,0.0008822013179447,0.5263075365065475,32.371538940646154,23.969183667109306,39.43723270017243,3.798378346405976,3167.593,1.6378578430223698,1.8564874208181568,-0.0047959391077612,-0.0011989847769403,67
232,3.5309134771684274,2.6657030585650423,4.198943932259475,0.2267451154884145,1.5332408736944323,-1.857820396301907,-2.0192083553177325,0.0032196054196979,0.5360241740397207,32.45549347979197,24.037074564457946,39.51375235624076,3.806767841094206,3167.719,1.6327350407099108,1.8564874208181568,-0.0051228023124589,-0.0012807005781147,68
236,3.5287226893409893,2.642986759012803,4.199579806494986,0.2292703535960907,1.5565930474821834,-1.8572160981955343,-2.017754065523427,0.0023292227087573,0.5366022681919891,32.50017194695606,24.074008046047823,39.60170302810528,3.822022211269683,3159.077999999994,1.6277528915533617,1.8564874208181568,-0.0049821491565491,-0.0012455372891372,69
240,3.52625493581969,2.631116911889304,4.198782234828033,0.2307324709807415,1.5676653229387294,-1.8568340008006827,-2.016206764491147,0.0036382151418645,0.5375143566828329,32.50100298369444,24.04353667889633,39.68746359758208,3.84957926477219,3148.829,1.622125485521159,1.8564874208181568,-0.0056274060322025,-0.0014068515080506,70
244,3.528684324337005,2.696157404617167,4.19910517813207,0.2247705585097621,1.5029477735149035,-1.8448886500218813,-2.018425729441905,0.0024093430745418,0.5559145972091805,32.4728927422438,24.007622451152475,39.53535075538898,3.831645839375169,3149.094,1.6113256603765849,1.8564874208181568,-0.0107998251445742,-0.0026999562861435,71
248,3.525556939424901,2.6667596238241567,4.198510853141954,0.2277989515876497,1.5317512293177975,-1.8444180038305809,-2.0200094988659028,0.0018183081167425,0.5567175936954798,32.50480154634882,23.99346277596251,39.6502371632164,3.864104505537645,3140.547,1.6065631397488385,1.8564874208181568,-0.0047625206277464,-0.0011906301569366,72
252,3.5226805646793737,2.6403185448373043,4.198732430468704,0.2305058404755205,1.5584138856313996,-1.843879038983512,-2.0160906793454063,0.002394554712978,0.557421835420678,32.51218336210202,23.977316018708777,39.69929058154853,3.885789404543481,3131.625,1.6015142233917594,1.8564874208181568,-0.005048916357079,-0.0012622290892697,73
256,3.524673458789008,2.69892986372897,4.198799630396931,0.2255461479342319,1.4998697666679617,-1.83711254029409,-2.017218805788003,0.0034591794789042,0.5670761474198778,32.45692821941515,23.92726467831658,39.56076309770468,3.870777990261271,3121.907,1.590369231400328,1.8564874208181568,-0.0111449919914314,-0.0027862479978578,74
260,3.5213155754526824,2.6682466504353,4.198753541225669,0.2283826127026775,1.5305068907903694,-1.831595707598376,-2.017576881832417,0.0029115539788594,0.5758422473114834,32.447059186431154,23.8787540270112,39.63708096307912,3.902676905350374,3122.125,1.5857889968242211,1.8564874208181568,-0.0045802345761067,-0.0011450586440266,75
264,3.51803386486462,2.6479207279724903,4.200309982421394,0.231178723168512,1.5523892544489035,-1.8311195242792309,-2.0163186530776205,0.0016912873756319,0.5758733468618624,32.32889654966259,23.90454749592773,39.43977047692484,3.849418725395146,3121.672,1.5849430707374117,1.8564874208181568,-0.0008459260868094,-0.0002114815217023,76
266,3.52368419553968,2.6741633856529066,4.201124089732316,0.229177960034919,1.526960704079409,-1.843279976491472,-2.016322017667326,0.0031344620126884,0.5581982237984048,32.84488475360107,24.47294963967077,39.83902225625452,3.793028909243664,3120.86,1.5955263892495937,1.8564874208181568,0.0105833185121819,0.0052916592560909,77
270,3.519146638240668,2.6892528956736257,4.198150316653697,0.227199705904542,1.5088974209800714,-1.829798505957538,-2.016058383461316,0.0022149158304022,0.577259511293026,32.31731555011648,23.81400684876703,39.41794949618613,3.864121159323799,3103.828,1.5747301747801037,1.8564874208181568,-0.0207962144694899,-0.0051990536173724,78
274,3.516233648608237,2.688809122993162,4.198524048997099,0.2273324183483178,1.5097149260039369,-1.8236746835609148,-2.0176016183677974,0.0026959062866318,0.5868747718090098,32.06376130177751,23.405971076202263,39.262781682151214,3.943799041030261,3095.094,1.5649019950937946,1.8564874208181568,-0.0098281796863091,-0.0024570449215772,79
278,3.514773138461639,2.6743555987897745,4.198840869468569,0.2284721001606275,1.5244852706787944,-1.817672077021088,-2.018404141903304,0.0025925671672866,0.5952075610841622,32.21997626855924,23.504268200620626,39.47237839941986,3.979884835052351,3095.781,1.5597659473370362,1.8564874208181568,-0.0051360477567583,-0.0012840119391895,80
282,3.513299297915008,2.6430294964336345,4.198119631667182,0.2314217062849809,1.555090135233547,-1.8179238657973995,-2.016777852675889,0.0015197601976623,0.5952405875017754,32.7120225448885,23.98624197921992,40.03754146951368,3.9976006239496304,3094.328,1.5594815668184234,1.8564874208181568,-0.0002843805186127,-7.109512965319809e-05,81
286,3.514484830704665,2.6584858447131823,4.198320288264955,0.2306075996259379,1.5398344435517726,-1.817160673909645,-2.019500858990014,0.0053758117379334,0.5961269317003768,32.945022147355694,24.332016492731967,40.14273016201157,3.942211963592412,3086.531,1.55468935359061,1.8564874208181568,-0.0047922132278135,-0.0011980533069533,82
290,3.5109677353595243,2.629782173759164,4.1980467610750285,0.2329526759800367,1.5682645873158645,-1.8110297241968545,-2.025028692484549,0.0012996959200754,0.6042377451924877,32.857549597381336,24.210935532035016,40.1165626728546,3.968850384263857,3085.625,1.5488741079890418,1.8564874208181568,-0.005815245601568,-0.001453811400392,83
294,3.510935874957801,2.6622967647315545,4.199047008209673,0.2307329830817022,1.5367502434781186,-1.8094435644526072,-2.017188769565156,0.0036542472558787,0.605972691577863,32.629663328789654,24.000424305912805,39.87503330866132,3.951047957236267,3067.203,1.538236598942558,1.8564874208181568,-0.0106375090464838,-0.0026593772616209,84
298,3.509393098217416,2.682380966742509,4.197669918520713,0.2288570136594319,1.5152889517782042,-1.8026537331443493,-2.0203529496154493,0.0013741929346254,0.6147018605615803,32.379859014262976,23.66809609847637,39.61961987024145,3.988147604013235,3058.157,1.527914258251028,1.8564874208181568,-0.01032234069153,-0.0025805851728825,85
302,3.5066782411556563,2.640189476892272,4.197600624105256,0.2324429087783303,1.5574111472129846,-1.8031542757366408,-2.016749317444538,0.0020536118932937,0.6147768190719081,32.68215852457039,23.845674209557423,40.067324667444815,4.061372918664878,3058.812,1.5285252629756445,1.8564874208181568,0.0006110047246166,0.0001527511811541,86
