battery_id,cycle,voltage_mean,voltage_min,voltage_max,voltage_std,voltage_range,current_mean,current_min,current_max,current_std,temperature_mean,temperature_min,temperature_max,temperature_std,discharge_duration,capacity_Ah,initial_capacity_Ah,SOH_percent
B0005,74,3.556833231052199,2.471314764334132,4.187560306288175,0.23947202414141244,1.7162455419540428,-1.913620909902553,-2.017291134571006,-3.060676830687782e-05,0.43491395027052004,31.565586498787077,23.754765330883426,38.18831137948753,3.480274215150429,3410.688,1.813969388710352,1.8564874208181574,97.70975921350076
B0005,78,3.5624410850948944,2.6613903306108773,4.18805176248713,0.22469381728284948,1.5266614318762528,-1.9025819745719061,-2.01713712589233,0.0037901043107805275,0.45735642874148813,31.59124667045208,23.79410930748377,37.998541119085836,3.455173082508427,3410.718,1.802765665167823,1.8564874208181574,97.10626880376819
B0005,82,3.5591407106855666,2.541762355407921,4.187667484260542,0.2337381121665522,1.645905128852621,-1.9130621638638965,-2.0159460285100574,0.0006901740069088986,0.4362089113558066,31.603485399391182,23.801300986918452,38.194201649765226,3.4825819327963465,3392.719,1.804077040117352,1.8564874208181574,97.17690623092355
B0005,86,3.5573161327793144,2.628919415830567,4.2010701773378685,0.2244802327371113,1.5721507615073014,-1.920618117118412,-2.0167372379007014,0.0008475435827522827,0.4205282536761078,31.91556385491565,23.78129749955371,38.45796400011448,3.5076959837591097,3470.672,1.8518025516704486,1.8564874208181574,99.74764875349146
B0005,90,3.561870782772737,2.6312552691827045,4.1996223345495824,0.22326557144507364,1.568367065366878,-1.9298830859597569,-2.0183057226929555,0.0011650883880798665,0.399294272689169,32.081128118597164,24.2036410699716,38.49126351534004,3.3915014198167084,3414.109,1.8307038456739428,1.8564874208181574,98.61116348782737
B0005,94,3.5617586337260088,2.654880745360911,4.199853323702163,0.22104596048351946,1.5449725783412518,-1.9293005284805407,-2.016579511976592,0.0019472390588109682,0.4002852377219257,31.849792632896243,24.00078927251757,38.31473393357882,3.3803301579998144,3395.219,1.8199041089501267,1.8564874208181574,98.02943389447215
B0005,98,3.5597307651083123,2.6749688422803803,4.199103467081427,0.21897224844365457,1.5241346248010466,-1.923330987770314,-2.0193879194408373,0.0018372947715281892,0.4135159697940358,31.465690433362017,23.53999092882516,37.861934640176806,3.416430218751927,3386.0,1.8093079637028517,1.8564874208181574,97.45867078945713
B0005,102,3.5575937553540915,2.6159705726789904,4.199998536865001,0.22364252387843475,1.5840279641860109,-1.9284469980320087,-2.015814483813837,0.0074961910680886356,0.40194096557758924,31.40934895665031,23.566095747572557,37.90665575786083,3.39766676229326,3368.187,1.80460990458052,1.8564874208181574,97.20560906279802
B0005,106,3.5597237883937995,2.658447162110498,4.19967522099872,0.22067304968852833,1.5412280588882217,-1.9231439161693824,-2.019901495893039,0.001392374886299951,0.4145005123309109,31.902247475518077,23.9730227457941,38.34003238560517,3.4319633187951024,3368.266,1.7993770651972192,1.8564874208181574,96.92374130950105
B0005,110,3.559061771422033,2.6979426084271156,4.1991847248803165,0.2174117074890921,1.5012421164532008,-1.9170149640438081,-2.016522387288751,0.0025753372180031702,0.42729035615010547,31.649024294808623,23.755161868961988,38.0745950590744,3.429628733786301,3358.719,1.7884432335370462,1.8564874208181574,96.33478867036308
B0005,114,3.557015527748059,2.6617272246516333,4.200012480335,0.2202112122344345,1.538285255683367,-1.922048805055383,-2.017112121704317,0.0011747056452339859,0.4161258984825695,31.48874626238971,23.51454265913581,38.07252758016199,3.4678195183884166,3339.5,1.7829230484252723,1.8564874208181574,96.03744299218224
B0005,118,3.5562481933590964,2.699288287625812,4.1992373656547874,0.21711532049783672,1.4999490780289753,-1.9162302821549877,-2.018009988339822,0.0023816748049826563,0.42893766203569794,31.329995610092634,23.27146353182613,37.80133585100446,3.5094402484809746,3331.265,1.7730337158018288,1.8564874208181574,95.50475246530081
B0005,122,3.5532756526091784,2.6127932408838532,4.1993957811187075,0.2242097776623701,1.5866025402348543,-1.9220800182578983,-2.017724236336294,0.0021374370347549054,0.4172895950868297,31.569551201845574,23.439367870877128,38.39873985476869,3.562748483599031,3321.188,1.773037755078937,1.8564874208181574,95.50497004162602
B0005,126,3.556266431640255,2.6637064901468075,4.1995786980260705,0.22065598640894563,1.535872207879263,-1.9162417890311958,-2.016792488625222,0.00151986195803867,0.42954821430451323,32.111426258867944,24.020578317587123,38.74929237918251,3.542509758652166,3321.844,1.7678721106662054,1.8564874208181574,95.22672175646096
B0005,130,3.5563095420140822,2.6668454289754746,4.199546957512695,0.22086472080479183,1.53270152853722,-1.9158809823517762,-2.0172551326315866,0.0018244735178706453,0.4301866281036963,32.271676011112376,24.256086319320033,38.87275464755104,3.505491291733021,3311.828,1.7623150704093087,1.8564874208181574,94.92739086983165
B0005,134,3.558950851054106,2.684431051981017,4.194091469340824,0.2248771520046519,1.5096604173598074,-1.9114406265753041,-2.0159457514475405,0.0005228307091433465,0.43944109419390154,31.842291659678658,23.99270220171187,38.503541429116005,3.5341086843673057,3327.391,1.7676172924938447,1.8564874208181574,95.21299593373234
B0005,136,3.5534418211598053,2.645224362345869,4.200715235801255,0.22263448201480376,1.5554908734553856,-1.9158166997544155,-2.021877555086194,0.002427106886628309,0.4299853699579859,31.759815453754253,23.826487051861594,38.27009094548294,3.4611972406700215,3312.078,1.762668359743147,1.8564874208181574,94.94642085785509
B0005,140,3.5510121537420285,2.6603527244917,4.1990980807180325,0.22130511019697496,1.5387453562263325,-1.9151304155635374,-2.0169903181968984,0.0006158711833322257,0.4310379045239763,31.41911167391793,23.348558306380394,38.11684755251712,3.5319955005201416,3293.172,1.7517304870664143,1.8564874208181574,94.35725054869607
B0005,144,3.551317608213948,2.6926849789916263,4.199398534411534,0.21900720749034402,1.5067135554199078,-1.9148485784393638,-2.016185456554963,0.0008035192993614022,0.43231390245118795,31.331626572312267,23.236214188565974,38.04152715355532,3.538620015044167,3275.328,1.7418496047960008,1.8564874208181574,93.82501520146927
B0005,148,3.549003180550162,2.670544734728978,4.199122915612965,0.22112880899864104,1.528578180883987,-1.9144128654409127,-2.0170647431651068,0.0014889451776809062,0.4327839754033059,31.35934131425137,23.214801785728056,38.17980302242767,3.580882360514829,3265.016,1.7360913511847138,1.8564874208181574,93.51484592444021
B0005,150,3.5597648340955175,2.605158060541757,4.190409478081396,0.22690811654164278,1.5852514175396388,-1.9388813849818083,-2.0168134548386294,0.002493114712392233,0.3772637665356265,34.31088483888259,26.647373946169793,40.71218198711114,3.3312911329320847,3328.937,1.7936240148573608,1.8564874208181574,96.61385230754256
B0005,154,3.5623454342368555,2.672012007453096,4.199933846791869,0.22196151611679193,1.5279218393387732,-1.927509725704535,-2.0165540953857675,0.002858970104521588,0.40406682162522617,33.43585640373788,25.69911743242072,39.885261233152924,3.3758093419223836,3329.266,1.7831890223273275,1.8564874208181574,96.05176972012408
B0005,158,3.558336657621618,2.674271233724938,4.199365021329158,0.22116302424041023,1.52509378760422,-1.9267185977839403,-2.022483480851903,0.0012369720338688353,0.4055885131371584,32.66698125020078,24.833281081823134,39.18287352945846,3.410710826213734,3301.579,1.7673642076278957,1.8564874208181574,95.19936347583841
B0005,162,3.554013138622869,2.6309416727017187,4.19902365945384,0.22441709628144815,1.5680819867521216,-1.9261308349663746,-2.0168041459037114,0.0027115029184951785,0.4068434847542995,32.28423408691397,24.361616832363048,38.951564804030774,3.477296802755773,3283.563,1.7570177850353066,1.8564874208181574,94.64205172265511
B0005,166,3.552376095886298,2.6629725743154204,4.199432142144215,0.22204569380260106,1.536459567828795,-1.9202346781375206,-2.0172800396238526,0.003127245831423531,0.42017980834668417,32.00739178780946,24.019157444608588,38.607510759873634,3.5114636089072517,3275.125,1.7468706179837907,1.8564874208181574,94.09547290193551
B0005,170,3.549618661283733,2.612942119873717,4.199640922827531,0.22622259329090488,1.5866988029538143,-1.9201011498853633,-2.0159193745006387,0.0012894534058489268,0.4206076443839264,32.06387071886056,24.006646494284762,38.920359903369054,3.565622841015737,3265.656,1.7417172507457144,1.8564874208181574,93.81788592880078
B0005,174,3.54938103086703,2.6157198442661476,4.199305653118061,0.22644463175198204,1.5835858088519132,-1.9144278105456467,-2.0206059195730015,0.0010352326876111328,0.43285900358177537,32.43754560319043,24.328038456694348,39.23273115358871,3.6022709283889247,3266.093,1.7364225056478186,1.8564874208181574,93.53268361401415
B0005,178,3.5472118680418956,2.6287695472774453,4.198949734540481,0.2256048866862126,1.5701801872630354,-1.908340706503589,-2.017554048083073,0.002141440621650397,0.44542459211819263,32.16809876635083,24.121591093765634,38.964927068400804,3.563053000695821,3257.594,1.7263217239235826,1.8564874208181574,92.988603346571
B0005,182,3.5467052098640246,2.6655106679421823,4.19834220599025,0.22260946236691775,1.5328315380480677,-1.902207182631691,-2.016416703030436,0.0017702200905978112,0.4575237574010793,32.05752645824972,23.971565610462942,38.83927283461771,3.580382906894387,3248.593,1.7158065389330133,1.8564874208181574,92.42220117908766
B0005,186,3.544629653883431,2.650495153350403,4.198995776266302,0.22441087883425337,1.548500622915899,-1.9020484449938713,-2.0170229987437884,0.0014307662327893813,0.45824944020161834,31.975920928072714,23.83541998401671,38.82796377704433,3.6137129639045322,3238.766,1.710533351135192,1.8564874208181574,92.13816005181208
B0005,190,3.5436291614253204,2.643236235233877,4.19916986492694,0.2251626394650501,1.555933629693063,-1.8964907679062355,-2.016783933430818,0.00490119980676573,0.4695119039783484,32.21689335291319,23.956923878018035,39.14007944734004,3.6809207416656733,3240.14,1.706014499648521,1.8564874208181574,91.89475137389712
B0005,194,3.5444946147995258,2.656450207001938,4.199246833083063,0.2250288003365719,1.5427966260811248,-1.895971437908019,-2.0199829306240713,0.001796424269077256,0.4700220134159711,32.55632993697177,24.465118009505925,39.349611598028886,3.5876341260521625,3230.109,1.7003110272642588,1.8564874208181574,91.58753289666399
B0005,198,3.5409201846556857,2.626177688152069,4.1992551886401595,0.22759267954042178,1.5730775004880906,-1.8899648799839277,-2.016448312230377,0.004899013626111221,0.4809252461296192,32.40048085325998,24.267851748683743,39.29444535878087,3.6261445424786727,3229.7810000000027,1.6945798601797895,1.8564874208181574,91.27882263985312
B0005,202,3.541195668799061,2.6582230344240045,4.199610827671791,0.2253901682415922,1.5413877932477869,-1.8893703824420507,-2.0264654916334726,0.002434406743192847,0.48225312231239975,32.29371860868794,24.14386556947967,39.10487658009542,3.637499367495382,3212.469,1.6849029086609286,1.8564874208181574,90.75757205607074
B0005,206,3.540671044783382,2.695100237338448,4.1994453812630566,0.22200337643732754,1.5043451439246085,-1.8776883243431417,-2.017330650607364,0.0014513205321675263,0.5029620620589579,32.136071448067796,23.934085583884677,39.0462609369598,3.654819125074113,3213.219,1.6744741591159717,1.8564874208181574,90.19582574806932
B0005,210,3.5376048790268775,2.639091813583503,4.198991968341307,0.22747021165023182,1.5599001547578042,-1.8831065986697755,-2.0225787607034706,0.005933998461667336,0.4936099038550067,32.38268549723498,24.080595341823642,39.398032192832,3.738665594798859,3203.578,1.6745692479879102,1.8564874208181574,90.2009477257823
B0005,214,3.538422485261741,2.6857210282450983,4.197785116892181,0.22445639503179138,1.5120640886470826,-1.876359921441716,-2.0158674131052456,0.0034449440902895195,0.5045046007331752,32.30899951427637,24.428816535813286,39.10678394120843,3.573601688124995,3195.125,1.663716375981405,1.8564874208181574,89.6163559916933
B0005,216,3.53928626988912,2.69017866510873,4.201331130571617,0.2237217691429451,1.5111524654628874,-1.8709550260104437,-2.016878594815316,0.0012286208011475699,0.5143997774045596,32.56636929496716,24.3288116844709,39.44448954135193,3.6987146279019267,3195.3129999999946,1.659013868748246,1.8564874208181574,89.3630546668135
B0005,220,3.533690170241391,2.639895313359579,4.199339974904826,0.2284155018484487,1.5594446615452475,-1.8705599868289542,-2.0190191551299326,0.0006759557151863035,0.5149956757914231,32.46542951751835,24.124885387020978,39.509602016775695,3.763161934375441,3186.297,1.6538540573335014,1.8564874208181574,89.08512057704355
B0005,224,3.534367734544495,2.68991452927918,4.198916244859707,0.22401128563800174,1.5090017155805273,-1.8640049795794804,-2.0179820220655023,0.0017286665299136564,0.5255367036226928,32.347056454418095,23.980294072799666,39.334865362245324,3.7686387838768005,3176.438,1.642653782130131,1.8564874208181574,88.48181591266643
B0005,228,3.5312941932103548,2.65935818848874,4.198537488587242,0.22709204592021853,1.539179300098502,-1.8636932149873204,-2.0158401305926343,0.0008822013179447034,0.5263075365065475,32.371538940646154,23.969183667109306,39.43723270017243,3.798378346405976,3167.593,1.6378578430223698,1.8564874208181574,88.22348186450748
B0005,232,3.5309134771684274,2.6657030585650423,4.198943932259475,0.22674511548841458,1.5332408736944325,-1.857820396301907,-2.0192083553177325,0.0032196054196979183,0.5360241740397207,32.45549347979197,24.037074564457942,39.51375235624076,3.806767841094206,3167.719,1.6327350407099108,1.8564874208181574,87.94754127611387
B0005,236,3.5287226893409893,2.642986759012803,4.199579806494986,0.22927035359609077,1.5565930474821834,-1.8572160981955346,-2.017754065523427,0.002329222708757339,0.5366022681919891,32.50017194695606,24.074008046047823,39.60170302810528,3.822022211269683,3159.077999999994,1.6277528915533617,1.8564874208181574,87.67917699307695
B0005,240,3.52625493581969,2.6311169118893036,4.198782234828033,0.23073247098074154,1.5676653229387294,-1.8568340008006827,-2.016206764491147,0.0036382151418645234,0.5375143566828329,32.50100298369444,24.043536678896338,39.687463597582074,3.84957926477219,3148.829,1.622125485521159,1.8564874208181574,87.37605584239753
B0005,244,3.528684324337005,2.696157404617167,4.19910517813207,0.2247705585097621,1.5029477735149035,-1.8448886500218815,-2.018425729441905,0.002409343074541808,0.5559145972091805,32.4728927422438,24.007622451152475,39.53535075538898,3.8316458393751693,3149.094,1.6113256603765849,1.8564874208181574,86.79432148624366
B0005,248,3.525556939424901,2.6667596238241567,4.198510853141954,0.22779895158764976,1.5317512293177975,-1.8444180038305806,-2.0200094988659028,0.0018183081167425818,0.5567175936954798,32.50480154634882,23.99346277596251,39.6502371632164,3.8641045055376444,3140.547,1.6065631397488385,1.8564874208181574,86.53778753000239
B0005,252,3.5226805646793737,2.6403185448373043,4.198732430468704,0.23050584047552053,1.5584138856313996,-1.8438790389835118,-2.0160906793454063,0.0023945547129780136,0.557421835420678,32.51218336210202,23.977316018708777,39.69929058154853,3.885789404543481,3131.625,1.6015142233917594,1.8564874208181574,86.26582682073705
B0005,256,3.524673458789008,2.69892986372897,4.198799630396931,0.22554614793423197,1.4998697666679615,-1.83711254029409,-2.017218805788003,0.003459179478904217,0.5670761474198778,32.45692821941515,23.92726467831658,39.56076309770468,3.8707779902612707,3121.907,1.590369231400328,1.8564874208181574,85.66549999565574
B0005,260,3.5213155754526824,2.6682466504352993,4.198753541225669,0.22838261270267754,1.5305068907903694,-1.8315957075983758,-2.017576881832417,0.002911553978859486,0.5758422473114834,32.447059186431154,23.878754027011194,39.63708096307912,3.902676905350374,3122.125,1.5857889968242211,1.8564874208181574,85.4187849075412
B0005,264,3.51803386486462,2.6479207279724903,4.200309982421394,0.23117872316851204,1.5523892544489035,-1.8311195242792309,-2.0163186530776205,0.001691287375631991,0.5758733468618624,32.32889654966259,23.90454749592773,39.43977047692484,3.8494187253951466,3121.672,1.5849430707374117,1.8564874208181574,85.37321895986369
B0005,266,3.5236841955396794,2.6741633856529066,4.201124089732316,0.22917796003491905,1.5269607040794093,-1.8432799764914718,-2.016322017667326,0.0031344620126884833,0.5581982237984048,32.84488475360107,24.472949639670766,39.839022256254516,3.7930289092436635,3120.86,1.5955263892495937,1.8564874208181574,85.94329115068511
B0005,270,3.519146638240668,2.6892528956736257,4.198150316653697,0.22719970590454205,1.5088974209800714,-1.829798505957538,-2.0160583834613157,0.002214915830402201,0.577259511293026,32.31731555011648,23.81400684876703,39.41794949618613,3.864121159323799,3103.828,1.5747301747801037,1.8564874208181574,84.82309964083233
B0005,274,3.516233648608237,2.688809122993162,4.198524048997099,0.2273324183483178,1.5097149260039369,-1.8236746835609148,-2.0176016183677974,0.0026959062866318295,0.5868747718090098,32.06376130177751,23.405971076202263,39.262781682151214,3.943799041030261,3095.094,1.5649019950937946,1.8564874208181574,84.29370312695895
B0005,278,3.514773138461639,2.6743555987897745,4.198840869468569,0.22847210016062755,1.5244852706787944,-1.8176720770210877,-2.018404141903304,0.002592567167286657,0.5952075610841622,32.21997626855924,23.504268200620626,39.47237839941986,3.9798848350523506,3095.781,1.5597659473370362,1.8564874208181574,84.01704907053151
B0005,282,3.5132992979150073,2.6430294964336345,4.198119631667182,0.2314217062849809,1.5550901352335473,-1.8179238657973993,-2.016777852675889,0.0015197601976623138,0.5952405875017754,32.7120225448885,23.986241979219916,40.037541469513684,3.9976006239496304,3094.328,1.5594815668184234,1.8564874208181574,84.00173086716403
B0005,286,3.514484830704665,2.6584858447131823,4.198320288264955,0.23060759962593796,1.5398344435517726,-1.817160673909645,-2.019500858990014,0.005375811737933425,0.5961269317003768,32.945022147355694,24.332016492731967,40.142730162011574,3.9422119635924115,3086.531,1.55468935359061,1.8564874208181574,83.74359751414073
B0005,290,3.5109677353595243,2.629782173759164,4.1980467610750285,0.2329526759800367,1.5682645873158645,-1.8110297241968543,-2.025028692484549,0.001299695920075446,0.6042377451924877,32.857549597381336,24.210935532035016,40.1165626728546,3.9688503842638565,3085.625,1.5488741079890418,1.8564874208181574,83.43035835418966
B0005,294,3.5109358749578012,2.6622967647315545,4.199047008209673,0.2307329830817022,1.5367502434781186,-1.8094435644526072,-2.017188769565156,0.003654247255878711,0.605972691577863,32.629663328789654,24.000424305912805,39.87503330866132,3.951047957236267,3067.203,1.538236598942558,1.8564874208181574,82.85736718133292
B0005,298,3.509393098217416,2.682380966742509,4.197669918520713,0.2288570136594319,1.5152889517782042,-1.8026537331443495,-2.0203529496154493,0.0013741929346254653,0.6147018605615803,32.379859014262976,23.66809609847637,39.61961987024145,3.988147604013235,3058.157,1.527914258251028,1.8564874208181574,82.30135260370756
B0005,302,3.5066782411556563,2.6401894768922713,4.197600624105256,0.2324429087783303,1.5574111472129846,-1.8031542757366414,-2.016749317444538,0.0020536118932937353,0.6147768190719081,32.68215852457039,23.845674209557426,40.067324667444815,4.061372918664878,3058.812,1.5285252629756445,1.8564874208181574,82.33426447360578
B0005,306,3.5109885623008092,2.693769409137257,4.197985718630326,0.2279824823099926,1.504216309493069,-1.7965666438696486,-2.016964364118414,0.002233821019065787,0.6225281437334834,32.99387423636739,24.23969113753901,40.24716716520102,4.008265788698764,3058.578,1.522647325284378,1.8564874208181574,82.01764839394087
B0005,310,3.510305462695178,2.695787450704935,4.198164128530042,0.2281087434098021,1.502376677825107,-1.7959771394311956,-2.0177154474110517,0.0029663849324865874,0.6233048468787379,33.04539707211165,24.30453859448875,40.30253125568348,4.01550117256657,3049.328,1.5174859938489869,1.8564874208181574,81.73963242800902
B0005,313,3.5222215314850214,2.6920548172137724,4.222920057935785,0.23455024881444192,1.530865240722013,-1.822916991757235,-2.017087516284557,0.0015450426899526494,0.5880606956486941,32.856295641052824,24.112523495131093,40.09418103142496,3.9810906805855084,3177.219,1.605818899130659,1.8564874208181574,86.49769888680268
B0005,316,3.5163492154331264,2.629071246219689,4.200423045909808,0.2342514069587575,1.5713517996901194,-1.8294275689587538,-2.0177115857667665,0.0029495288044011506,0.5790386830763732,33.33950238056361,24.719311536144843,40.52238496316615,3.9283338338688516,3082.937,1.5638491446744425,1.8564874208181574,84.23699116610504
